	Collaborative	Comments	Date	Day	Dogs	Equipment	Month	NoActivity	Other	Other_Activity	PhotoFiles	Power_Boats	Precipation	Precipitation	Ratio	Ratio_LESA	Ratio_WESA	RecordID	Sea_State	Site	SiteID	SiteName	Source	Survey Site	Tide_End	Tide_Start	Tide_State_End	Tide_State_Start	Time_End	Time_Start	Unpowered_Boat	Vis_Reason	Vis_Reason_Other	Visibility	Walkers	Weather	YES_NO_WESA_Obs	Year
363	Collaborative		8/17	17	55	Binoculars-only	8			boats were approx. 1/2 km offshore		4.0		None	29 WESA; 0 LESA			ISVI2014817	Rippled	Island View	ISVI		Online		Mid-high	Mid-tide	Mid-high	Mid-tide	10:30:00	08:20:00	2			1km	101	Clear	I saw at least 1 WESA during the survey	
364	Single Observer		8/18	18		Both Binoculars and Scope	8	No activity						None	12 WESA; 68 LESA			COWC2014818	Calm	Cowichan Bay	COWC		Online		mid-high	mid-low	Mid-high	Mid-low	10:00:00	07:30:00				1km		Clear	I saw at least 1 WESA during the survey	
365	Independent 	tide too  high for this location, tomorrow i will come a bit earlier	7/18	18		Both Binoculars and Scope	7	No activity						None	none			DEEP2014718	Rippled	Deep Bay	DEEP		Online		mid high	mid tide	Mid-high	Mid-tide	11:00:00	09:00:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
366	Single Observer		7/19	19		Both Binoculars and Scope	7	No activity						None	none			DEEP2014719	Rippled	Deep Bay	DEEP		Online		mid high	mid low	Mid-high	Mid-low	11:00:00	09:15:00				1km		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
367	Single Observer		8/18	18		Both Binoculars and Scope	8							None	7 wesa; 0 lesa			DEEP2014818	Rippled	Deep Bay	DEEP		Online		mid high	mid low	Mid-high	Mid-low	11:15:00	09:00:00				1km		Clear	I saw at least 1 WESA during the survey	
368	Single Observer	"Website had some problems on this set (Aug 16) of data entry. WESA or Peeps choice disappeared, and Count Time did not always match which count. Eg box for Count Time 10 appeared on 11th count page.

I put a long explanation of tide estimate for these two August days in the count 1 page. This is the one aspect of this survey that I lack confidence in my ability to do reasonably accurately. To do the tide distance estimate with some confidence, I would have to pace out, or GPS, a series of stakes in the mud at low tide that could be scoped during the actual count."	8/16	16		Both Binoculars and Scope	8	No activity						Rain				BB722014816	Calm	Boundary Bay - 72nd	BB72		Online		high tide	low tide	High-tide	Mid-low	11:30:00	09:00:00		Weather		1km		Overcast	I saw at least 1 WESA during the survey	
369	Single Observer	See Aug 16 submission	8/17	17		Both Binoculars and Scope	8	No activity		"Although there were 2 walkers briefly on the edge of high tide line in the bay behind me, I classified this as no-disturbance. I have not seen peeps in this part of the survey site during any survey this year or last.

See note for August 16 on tide estimates"				None				BB722014817		Boundary Bay - 72nd	BB72		Online		High tide	Mid low	High-tide	Mid-low	12:30:00	10:00:00		Other	Some heat shimmer	1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
370	Collaborative	Very little shoreline for shorebirds. Moved surveyh point 100 metres further into the bay to view the small area of shoreline that was visible.	8/16	16		Both Binoculars and Scope	8	No activity						None	0;0			PEDD2014816	Calm	Pedder Bay	PEDD		Online		1.8 metres	1.7 metres	High-tide	Mid-high	15:30:00	13:00:00				1km		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
371	Collaborative	"SUCCESS - OUR FIRST WESA IN 2 YEARS. Joined later in the survey period by 2 LESA.

1 Spotted Sandpiper also landed in the survey area.

Survey point moved further up into the bay to view the exposed shoreline that was visible."	8/17	17			8	No activity							1;2			PEDD2014817	Calm	Pedder Bay	PEDD		Online		1.7 metres	1.3 metres	Mid-high	Mid-high	09:30:00	07:00:00				1km		Clear	I saw at least 1 WESA during the survey	
372	Independent 		8/15	15		Both Binoculars and Scope	8	No activity						None				CHEM2014815	Rippled	Chemainus River Delta	CHEM		Online		30 ft	60 ft	Mid-high	Mid-high	17:00:00	15:00:00				1km		Overcast	I saw at least 1 WESA during the survey	
373	Single Observer	Generally the birds were diligently feeding and very spread out during the entire survey.  During the first three observations, there were two or three groups of 5 to 15 of birds that flew short distances.	8/18	18		Both Binoculars and Scope	8	No activity						None				CHEM2014818	Calm	Chemainus River Delta	CHEM		Online		5 ft	8.5 ft.	High-tide	Mid-high	19:00:00	17:00:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
374	Single Observer		8/15	15		Both Binoculars and Scope	8	No activity						None	Could not determine			BB042014815	Calm	Boundary Bay - 104th	BB04		Online		3.6m	3.2m	High-tide	Mid-high	10:30:00	08:00:00				1km		Overcast	I saw at least 1 WESA during the survey	
375	Single Observer		8/16	16		Both Binoculars and Scope	8			one bird watcher with scope walked far out on the mudflats from 104 St, however,the birds did not react to him.				None	could not determine			BB042014816	Rippled	Boundary Bay - 104th	BB04		Online		3.6m	3.1m	High-tide	Mid-high	11:30:00	09:00:00		Weather	Fog/Haze	500m		Overcast	I saw at least 1 WESA during the survey	
376	Single Observer		8/17	17		Both Binoculars and Scope	8	No activity						None	could not determine			BB042014817	Rippled	Boundary Bay - 104th	BB04		Online		3.5m	2.9m	High-tide	Mid-high	12:30:00	10:00:00				1km		Overcast	I saw at least 1 WESA during the survey	
377	Independent 	Sand beach present only from low to mid tide levels - hence, earlier start than was recommended	8/16	16		Both Binoculars and Scope	8					6.0		None				DEEP2014816	Calm	Deep Bay	DEEP		Online		3.4 m	2.3 m	Mid-tide	Low-tide	09:00:00	06:45:00				1km	1	Overcast	I saw at least 1 WESA during the survey	
378	Independent 	"Sand foreshore exposed from Low to mid- to mid-high tide only - hence, earlier count times than recommended.

Maps and pictures to follow by email or snail mail."	8/17	17		Both Binoculars and Scope	8					7.0		None				DEEP2014817		Deep Bay	DEEP		Online		3.2m	2.2m	Mid-high	Mid-low	10:00:00	08:15:00				1km	5	Clear	I saw at least 1 WESA during the survey	
379	Single Observer		8/16	16	0	Both Binoculars and Scope	8					4.0		None	5 WESA; 0 LESA			MAPL2014816	Calm	Maplewood	MAPL		Online		Mid-High	Mid-Low	Mid-high	Mid-low	10:30:00	08:00:00	0			500m	0	Overcast	I did not observe any Western Sandpipers during the entire survey	
380	Single Observer	"Met a Wild Bird Trust (WBT) member who told me:
- on First Saturday of August, 6 WESA were identified on mudflat.
- A single SPSA was seen on August 17 (this day) in morning
- SPSA are seen every year (4-6 individuals) at Osprey Point
- WBT has records of up to 500 WESA from Maplewood Site."	8/17	17	0	Both Binoculars and Scope	8					5.0		None	5 WESA; 0 LESA			MAPL2014817	Calm	Maplewood	MAPL		Online		Mid-High	Low Tide	Mid-high	Mid-low	11:45:00	09:00:00	0			500m	3	Overcast	I saw at least 1 WESA during the survey	
381	Independent 		7/19	19	2	Binoculars-only	7					0.0		None				COBE2014719	Rippled	Columbia Beach	COBE		Online		25 ft	150 ft	Mid-high	Mid-low	12:00:00	09:30:00	2			1km	10	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
382	Independent 		7/20	20	0	Binoculars-only	7					0.0		None				COBE2014720	Choppy	Columbia Beach	COBE		Online		20 ft.	125 ft	Mid-high	Mid-low	13:00:00	10:30:00	0			1km	5	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
383	Independent 		7/21	21	1	Binoculars-only	7					0.0		None				COBE2014721	Choppy	Columbia Beach	COBE		Online		15 ft	100	Mid-high	Mid-low	14:00:00	11:30:00	1			1km	3	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
384	Independent 		8/16	16	2		8					0.0		None				COBE2014816	Rippled	Columbia Beach	COBE		Online		25	150	Mid-high	Mid-low	10:00:00	07:30:00	0			1km	5	Clear	I did not observe any Western Sandpipers during the entire survey	
385	Independent 		8/17	17		Binoculars-only	8	No activity						None				COBE2014817		Columbia Beach	COBE		Online		15 ft	125 ft	Mid-high	Mid-low	11:00:00	08:30:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
386	Independent 		8/18	18	1	Binoculars-only	8							None				COBE2014818	Rippled	Columbia Beach	COBE		Online		10 ft	100 ft	Mid-low	Mid-low	12:00:00	09:30:00	1			1km	2	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
387	Single Observer	"Sandpipers and swallows spooked four times from unknown source prior to the Merlin attack (on a swallow) at 0757; may have been spooked by Merlin unseen by me.  

At 0835, Merlin soaring high before flying off SW; peeps were in air for 7 mins before alighting in new spot at NE end of lagoon."	7/19	19	1	Spotting scope	7							None	7 WESA; 36 LESA			WITT2014719	Choppy	Witty's Lagoon	WITT		Online		Mid-low	Mid-low	Mid-low	Mid-low	09:30:00	07:00:00				1km	1	Overcast	I saw at least 1 WESA during the survey	
388	Single Observer		7/20	20		Spotting scope	7							None	85 WESA; 15 LESA			WITT2014720	Choppy	Witty's Lagoon	WITT		Online				Mid-tide	Mid-tide	09:30:00	07:00:00				1km	2	Partly-Cloudy	I saw at least 1 WESA during the survey	
389	Single Observer		8/16	16	5	Spotting scope	8							None	25 WESA; 25 LESA			WITT2014816	Calm	Witty's Lagoon	WITT		Online				Mid-low	Mid-low	15:30:00	13:00:00				1km	15	Partly-Cloudy	I saw at least 1 WESA during the survey	
390	Single Observer	PEFA adult flew in at 07:34, flushed 7 KILL, 18 SEPL off beach.  Shorebirds in lagoon unaffected.  Perched in Douglas-fir crown until 08:01, when it flew from perch, attempted once unsuccessfully to attack peep flock, circled back to perch high.	8/17	17		Spotting scope	8							None	14 WESA; 110 LESA			WITT2014817	Calm	Witty's Lagoon	WITT		Online				Mid-tide	Mid-tide	09:30:00	07:00:00				1km	4	Clear	I saw at least 1 WESA during the survey	
391	Independent 	"BAEA in center of census area sitting on stump even after water reaches it's bely (08:00-10:00); CATE eating fish 09:18 hrs; GBHE 0941 & 1005; 0937-0950 PEFA chased by gulls, no food in talons, sat on dunes and looked around, seemed to tip forwadr to drink periodically; didn't see it leave
No WESA while see PEFA "	8/15	15		Both Binoculars and Scope	8			2 visitors - one stayed closer to shore to survey Caspian Terns; there about 1/2 survey time				None	360 WESA; 2 LESA			RBBP2014815	Rippled	Roberts Bank - Brunswick Point	RBBP		Online		high	low	High-tide	Low-tide	10:30:00	08:00:00				1km	4	Overcast	I saw at least 1 WESA during the survey	
392	Independent 		8/16	16	6	Both Binoculars and Scope	8			6 bikers; 1 observer (Richard Swanson - tripod observations of Caspian Terns) at end 		0.0		None	2275 WESA, 89 LESA			RBBP2014816	Calm	Roberts Bank - Brunswick Point	RBBP		Online		high	low	High-tide	Low-tide	11:30:00	09:00:00	0	Weather		250m	20	Fog	I saw at least 1 WESA during the survey	
393	Collaborative	Merlin harried flock of up to 27 peeps mostly WESA for most of the 2 hour observation period. Peeps would land then MERL would fly towards immediately. Never an attack. MERL left the WESA flock alone for about 30 minutes as tide came in.	8/16	16	2	Both Binoculars and Scope	8			Cyclists : 6				None				SANM2014816	Rippled	San Malo Bay	SANM		Online				Mid-high	Mid-low	10:00:00	08:00:00				1km	10	Clear	I saw at least 1 WESA during the survey	
394	Collaborative	7 WESA were observed and did land on site at 10:08. At 10:09 the MERL came in for an attack. As on Aug 16th, the MERL kept the flock from using the site.	8/17	17	2	Both Binoculars and Scope	8			"Cyclist:1
Man ran a hedge trimmer near the Bay for most of the 2 hour period"				None				SANM2014817	Calm	San Malo Bay	SANM		Online				Mid-high	Mid-low	11:00:00	09:00:00				1km	21	Clear	I saw at least 1 WESA during the survey	
395	Collaborative		7/19	19	6	Both Binoculars and Scope	7			2 cyclists, 2 whellchairs	not submitted, all photos of rising tide also sketched out (have the photos if you have a use for them them and it is not too difficult/time consuming/pointless) ; - )			None	0			FANY2014719	Rippled	Fanny Bay	FANY		Online		look it up	look it up	High-tide	Mid-high	12:30:00	10:30:00				1km	14	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
396	Collaborative	Sorry I couldn't do the August count$, too expensive. Let me know when you publish, curious to learn more.	7/20	20	3	Both Binoculars and Scope	7				"photos all of tide coming in still have them and can send if needed and not too time consuming


Note: not sure on question below if LeSa or WeSa so answered at least one but ID not 100 %"			None	not sure			FANY2014720	Rippled	Fanny Bay	FANY		Online		look it up	look it up	High-tide	Mid-tide	11:30:00	11:30:00				1km	9	Partly-Cloudy	I saw at least 1 WESA during the survey	
397	Collaborative		2014-07-18 00:00:00	18.0	no	both	7.0		no		CrLa-EAST-1, CrLa-EAST-2, CrLa-EAST-2-zoom, CrLa-EAST-3, CrLa-EAST-4, Banded-WESA-best_2014-07-18-crop	no	none			2	67	CROC2014718	Wavy	Crockett Lake	CROC		Datasheet						12:00:00	10:00:00	no	Other	heat shimmer	250m	no	Partly-cloudy	Yes	2014.0
398	Collaborative		2014-07-19 00:00:00	19.0	no	both	7.0		no			no	none			8	152	CROC2014719	Wavy	Crockett Lake	CROC		Datasheet						10:30:00	08:30:00	no	Other	slight heat shimmer toward end	500m	no	Overcast	Yes	2014.0
399	Single observer		2014-07-20 00:00:00	20.0			7.0				CrLa-WEST-1, CrLa-WEST-2, CrLa-WEST-3, CrLa-WEST-4, CrLa-WEST-5, CrLa-WEST-6		none			undetermined	undetermined	CROC2014720	Wavy	Crockett Lake	CROC		Datasheet						09:30:00	07:30:00		Other	dull gray light, thick overcast. Air clear but dimness made disinguishing WESA/LESA at distance more difficult	500m		Overcast	Yes	2014.0
400	Single Observer		2014-08-17 00:00:00	17.0	5	Binoculars	8.0		Bikers - 30			0	None					IONA2014817	Calm	Iona Island	IONA		Datasheet				High-tide	Mid-tide	10:15:00	08:00:00	0	Other		250m	30	Clear		2014.0
401	Collaborative		2014-08-16 00:00:00	16.0	5	Both	8.0		Bikers - 20			0	None					IONA2014816	Calm	Iona Island	IONA		Datasheet				High-tide	Mid-tide	09:15:00	07:30:00	0	Other	Foggy towards end of survey period	250m	20	Overcast	I saw at least 1 WESA during the survey	2014.0
402			2014-07-19 00:00:00	19.0		Both	7.0						Rain					ROGH2014719	Rippled	Rough Bay	ROGH		Datasheet				Mid-low 	Low-tide	1530	1300				1km	2	Overcast	I saw at least 1 WESA during the survey	2014.0
